Invoice,Branch,City,Type,Gender,Category,Cost,Sale,Date,Year,Month,Day,Date2,Time,Payment,Review
438-23-1242,B,Chicago,Normal,Male,Electronic accessories, $531.16 , $557.72 ,1/24/2019,2019,1,24,24/01/19,10:38:00,Ewallet,8.9
238-45-6950,B,Chicago,Member,Male,Food and beverages, $53.72 , $56.41 ,03/01/19,2019,3,1,01/03/19,20:03:00,Ewallet,6.4
607-65-2441,C,Houston,Member,Male,Health and beauty, $819.50 , $860.48 ,03/10/19,2019,3,10,10/03/19,12:39:00,Credit card,6.0
386-27-7606,C,Houston,Member,Female,Home and lifestyle, $568.40 , $596.82 ,3/23/2019,2019,3,23,23/03/19,15:59:00,Credit card,8.1
137-63-5492,C,Houston,Normal,Male,Electronic accessories, $587.60 , $616.98 ,1/29/2019,2019,1,29,29/01/19,14:26:00,Ewallet,9.0
197-77-7132,B,Chicago,Member,Male,Electronic accessories, $732.48 , $769.10 ,01/12/19,2019,1,12,12/01/19,18:22:00,Ewallet,6.0
805-86-0265,A,Nueva York,Normal,Male,Home and lifestyle, $845.64 , $887.92 ,3/20/2019,2019,3,20,20/03/19,11:32:00,Cash,9.8
733-29-1227,C,Houston,Normal,Male,Home and lifestyle, $389.27 , $408.73 ,3/23/2019,2019,3,23,23/03/19,12:41:00,Cash,8.5
451-73-2711,C,Houston,Normal,Male,Food and beverages, $84.83 , $89.07 ,1/14/2019,2019,1,14,14/01/19,15:20:00,Ewallet,8.8
373-14-0504,A,Nueva York,Member,Female,Sports and travel, $143.26 , $150.42 ,02/12/19,2019,2,12,12/02/19,14:33:00,Ewallet,8.8
546-80-2899,A,Nueva York,Member,Male,Home and lifestyle, $75.38 , $79.15 ,2/20/2019,2019,2,20,20/02/19,15:29:00,Ewallet,9.5
345-68-9016,C,Houston,Member,Female,Sports and travel, $253.36 , $266.03 ,01/02/19,2019,1,2,02/01/19,16:19:00,Credit card,5.6
390-17-5806,C,Houston,Member,Female,Food and beverages, $38.42 , $40.34 ,02/02/19,2019,2,2,02/02/19,16:33:00,Cash,8.6
457-13-1708,B,Chicago,Member,Male,Fashion accessories, $652.30 , $684.92 ,01/08/19,2019,1,8,08/01/19,19:07:00,Credit card,5.2
664-14-2882,C,Houston,Member,Female,Home and lifestyle, $52.65 , $55.28 ,1/30/2019,2019,1,30,30/01/19,14:43:00,Credit card,5.8
487-79-6868,B,Chicago,Member,Female,Home and lifestyle, $110.61 , $116.14 ,3/26/2019,2019,3,26,26/03/19,19:28:00,Credit card,8.0
314-23-4520,C,Houston,Member,Male,Health and beauty, $568.61 , $597.04 ,1/15/2019,2019,1,15,15/01/19,20:44:00,Cash,9.0
210-30-7976,B,Chicago,Member,Female,Fashion accessories, $89.28 , $93.74 ,3/14/2019,2019,3,14,14/03/19,11:16:00,Ewallet,4.1
585-86-8361,A,Nueva York,Normal,Female,Food and beverages, $136.40 , $143.22 ,02/03/19,2019,2,3,03/02/19,10:31:00,Credit card,8.6
807-14-7833,A,Nueva York,Member,Female,Electronic accessories, $174.20 , $182.91 ,2/22/2019,2019,2,22,22/02/19,12:30:00,Ewallet,7.0
775-72-1988,B,Chicago,Normal,Male,Home and lifestyle, $366.40 , $384.72 ,1/24/2019,2019,1,24,24/01/19,15:05:00,Ewallet,8.4
288-38-3758,C,Houston,Member,Female,Fashion accessories, $254.61 , $267.34 ,1/25/2019,2019,1,25,25/01/19,18:30:00,Ewallet,7.4
652-43-6591,A,Nueva York,Normal,Female,Fashion accessories, $778.32 , $817.24 ,03/09/19,2019,3,9,09/03/19,13:18:00,Credit card,6.2
785-96-0615,B,Chicago,Member,Female,Electronic accessories, $285.92 , $300.22 ,2/17/2019,2019,2,17,17/02/19,15:28:00,Ewallet,4.9
406-46-7107,A,Nueva York,Normal,Female,Home and lifestyle, $579.12 , $608.08 ,01/11/19,2019,1,11,11/01/19,11:52:00,Cash,4.5
250-17-5703,A,Nueva York,Member,Male,Food and beverages, $188.50 , $197.93 ,2/27/2019,2019,2,27,27/02/19,18:24:00,Ewallet,5.6
156-95-3964,A,Nueva York,Normal,Female,Food and beverages, $221.56 , $232.64 ,3/25/2019,2019,3,25,25/03/19,15:19:00,Ewallet,8.0
842-40-8179,B,Chicago,Member,Female,Food and beverages, $772.00 , $810.60 ,02/11/19,2019,2,11,11/02/19,10:38:00,Credit card,5.6
525-09-8450,B,Chicago,Normal,Male,Electronic accessories, $721.30 , $757.37 ,1/31/2019,2019,1,31,31/01/19,15:12:00,Credit card,4.2
410-67-1709,A,Nueva York,Member,Female,Fashion accessories, $511.04 , $536.59 ,1/20/2019,2019,1,20,20/01/19,17:48:00,Ewallet,9.9
587-73-4862,A,Nueva York,Member,Female,Health and beauty, $53.45 , $56.12 ,3/26/2019,2019,3,26,26/03/19,11:07:00,Ewallet,7.6
787-87-2010,A,Nueva York,Member,Male,Health and beauty, $222.00 , $233.10 ,1/20/2019,2019,1,20,20/01/19,15:48:00,Credit card,6.6
593-14-4239,B,Chicago,Normal,Female,Home and lifestyle, $763.68 , $801.86 ,03/05/19,2019,3,5,05/03/19,19:40:00,Ewallet,4.7
801-88-0346,C,Houston,Normal,Female,Fashion accessories, $228.18 , $239.59 ,01/05/19,2019,1,5,05/01/19,20:30:00,Credit card,9.8
388-76-2555,B,Chicago,Normal,Male,Sports and travel, $82.14 , $86.25 ,2/13/2019,2019,2,13,13/02/19,13:59:00,Cash,6.3
711-31-1234,B,Chicago,Normal,Female,Electronic accessories, $382.56 , $401.69 ,3/16/2019,2019,3,16,16/03/19,18:51:00,Cash,7.9
886-54-6089,A,Nueva York,Normal,Female,Home and lifestyle, $68.58 , $72.01 ,1/15/2019,2019,1,15,15/01/19,17:24:00,Cash,7.7
707-32-7409,B,Chicago,Member,Female,Sports and travel, $382.16 , $401.27 ,2/26/2019,2019,2,26,26/02/19,11:58:00,Ewallet,4.5
759-98-4285,C,Houston,Member,Female,Health and beauty, $601.09 , $631.14 ,2/27/2019,2019,2,27,27/02/19,19:01:00,Credit card,8.0
201-63-8275,C,Houston,Member,Female,Sports and travel, $475.93 , $499.73 ,2/17/2019,2019,2,17,17/02/19,16:50:00,Ewallet,5.7
471-06-8611,C,Houston,Normal,Female,Food and beverages, $52.42 , $55.04 ,02/06/19,2019,2,6,06/02/19,10:22:00,Credit card,6.3
200-16-5952,C,Houston,Member,Male,Food and beverages, $131.30 , $137.87 ,1/17/2019,2019,1,17,17/01/19,16:46:00,Cash,6.0
120-54-2248,B,Chicago,Normal,Female,Food and beverages, $144.30 , $151.52 ,1/22/2019,2019,1,22,22/01/19,18:08:00,Credit card,8.0
102-77-2261,C,Houston,Member,Male,Health and beauty, $457.17 , $480.03 ,03/05/19,2019,3,5,05/03/19,18:02:00,Credit card,4.2
875-31-8302,B,Chicago,Normal,Male,Sports and travel, $93.38 , $98.05 ,01/03/19,2019,1,3,03/01/19,13:07:00,Cash,9.6
102-06-2002,C,Houston,Member,Male,Sports and travel, $126.25 , $132.56 ,3/20/2019,2019,3,20,20/03/19,17:52:00,Cash,6.1
457-94-0464,B,Chicago,Member,Male,Electronic accessories, $790.83 , $830.37 ,1/31/2019,2019,1,31,31/01/19,20:32:00,Ewallet,5.6
629-42-4133,C,Houston,Normal,Male,Health and beauty, $174.40 , $183.12 ,2/19/2019,2019,2,19,19/02/19,19:24:00,Cash,8.3
534-53-3526,A,Nueva York,Normal,Female,Sports and travel, $379.04 , $397.99 ,02/11/19,2019,2,11,11/02/19,16:06:00,Ewallet,7.8
307-04-2070,A,Nueva York,Member,Female,Fashion accessories, $30.62 , $32.15 ,02/05/19,2019,2,5,05/02/19,14:14:00,Credit card,4.1
468-99-7231,C,Houston,Normal,Female,Home and lifestyle, $352.08 , $369.68 ,03/03/19,2019,3,3,03/03/19,17:36:00,Cash,8.8
516-77-6464,C,Houston,Member,Female,Health and beauty, $50.80 , $53.34 ,2/24/2019,2019,2,24,24/02/19,13:08:00,Ewallet,4.1
404-91-5964,A,Nueva York,Normal,Male,Electronic accessories, $522.06 , $548.16 ,02/04/19,2019,2,4,04/02/19,16:09:00,Credit card,9.0
886-77-9084,C,Houston,Normal,Male,Electronic accessories, $575.12 , $603.88 ,2/19/2019,2019,2,19,19/02/19,11:33:00,Ewallet,5.5
790-38-4466,C,Houston,Normal,Female,Health and beauty, $54.95 , $57.70 ,1/23/2019,2019,1,23,23/01/19,10:18:00,Credit card,9.3
704-10-4056,C,Houston,Member,Male,Health and beauty, $181.41 , $190.48 ,1/14/2019,2019,1,14,14/01/19,10:55:00,Credit card,5.6
497-37-6538,A,Nueva York,Normal,Male,Sports and travel, $412.37 , $432.99 ,1/17/2019,2019,1,17,17/01/19,15:15:00,Ewallet,9.7
651-96-5970,A,Nueva York,Normal,Male,Fashion accessories, $46.41 , $48.73 ,03/03/19,2019,3,3,03/03/19,20:06:00,Credit card,4.0
400-80-4065,C,Houston,Member,Male,Health and beauty, $274.20 , $287.91 ,2/15/2019,2019,2,15,15/02/19,20:21:00,Credit card,9.2
744-16-7898,B,Chicago,Normal,Female,Home and lifestyle, $973.70 ," $1,022.39 ",1/15/2019,2019,1,15,15/01/19,13:48:00,Credit card,4.9
263-12-5321,A,Nueva York,Member,Male,Electronic accessories, $648.20 , $680.61 ,2/27/2019,2019,2,27,27/02/19,12:52:00,Credit card,9.3
702-72-0487,A,Nueva York,Normal,Female,Electronic accessories, $93.22 , $97.88 ,2/26/2019,2019,2,26,26/02/19,12:28:00,Credit card,6.6
605-83-1050,B,Chicago,Normal,Male,Fashion accessories, $54.36 , $57.08 ,3/15/2019,2019,3,15,15/03/19,16:26:00,Ewallet,4.3
443-60-9639,C,Houston,Member,Female,Home and lifestyle, $60.87 , $63.91 ,1/24/2019,2019,1,24,24/01/19,13:24:00,Cash,5.5
864-24-7918,A,Nueva York,Member,Female,Sports and travel, $244.90 , $257.15 ,2/22/2019,2019,2,22,22/02/19,15:15:00,Cash,8.1
359-94-5395,B,Chicago,Normal,Male,Health and beauty, $92.78 , $97.42 ,3/15/2019,2019,3,15,15/03/19,10:50:00,Credit card,9.8
401-09-4232,C,Houston,Member,Male,Home and lifestyle, $433.45 , $455.12 ,02/11/19,2019,2,11,11/02/19,18:38:00,Ewallet,9.4
751-15-6198,B,Chicago,Normal,Male,Sports and travel, $138.06 , $144.96 ,01/12/19,2019,1,12,12/01/19,16:45:00,Ewallet,7.9
324-41-6833,C,Houston,Member,Female,Electronic accessories, $241.60 , $253.68 ,03/03/19,2019,3,3,03/03/19,19:30:00,Ewallet,5.1
474-33-8305,C,Houston,Member,Male,Fashion accessories, $471.73 , $495.32 ,3/23/2019,2019,3,23,23/03/19,13:23:00,Ewallet,6.9
759-29-9521,A,Nueva York,Member,Female,Fashion accessories, $440.64 , $462.67 ,03/04/19,2019,3,4,04/03/19,11:27:00,Cash,8.0
831-81-6575,B,Chicago,Member,Female,Electronic accessories, $680.31 , $714.33 ,2/23/2019,2019,2,23,23/02/19,11:12:00,Cash,8.0
220-68-6701,A,Nueva York,Normal,Female,Home and lifestyle, $309.88 , $325.37 ,3/17/2019,2019,3,17,17/03/19,16:36:00,Cash,4.2
618-34-8551,A,Nueva York,Normal,Female,Sports and travel, $186.36 , $195.68 ,1/16/2019,2019,1,16,16/01/19,18:41:00,Credit card,8.5
257-60-7754,A,Nueva York,Normal,Female,Electronic accessories, $200.92 , $210.97 ,01/08/19,2019,1,8,08/01/19,17:12:00,Cash,9.0
559-61-5987,B,Chicago,Normal,Female,Health and beauty, $17.75 , $18.64 ,1/14/2019,2019,1,14,14/01/19,10:38:00,Cash,8.6
189-55-2313,C,Houston,Normal,Female,Fashion accessories, $621.80 , $652.89 ,1/31/2019,2019,1,31,31/01/19,10:33:00,Ewallet,6.0
565-91-4567,B,Chicago,Normal,Male,Health and beauty, $86.00 , $90.30 ,3/15/2019,2019,3,15,15/03/19,14:38:00,Ewallet,6.2
380-60-5336,A,Nueva York,Normal,Female,Electronic accessories, $402.60 , $422.73 ,2/24/2019,2019,2,24,24/02/19,18:06:00,Credit card,5.0
815-04-6282,C,Houston,Member,Female,Sports and travel, $324.85 , $341.09 ,02/08/19,2019,2,8,08/02/19,12:52:00,Credit card,6.5
674-56-6360,A,Nueva York,Normal,Male,Electronic accessories, $95.15 , $99.91 ,3/22/2019,2019,3,22,22/03/19,14:00:00,Cash,6.0
778-34-2523,A,Nueva York,Member,Female,Electronic accessories, $388.96 , $408.41 ,1/24/2019,2019,1,24,24/01/19,10:57:00,Cash,5.0
499-27-7781,B,Chicago,Normal,Female,Food and beverages, $425.68 , $446.96 ,3/14/2019,2019,3,14,14/03/19,16:45:00,Ewallet,5.0
477-59-2456,C,Houston,Normal,Female,Fashion accessories, $318.08 , $333.98 ,1/23/2019,2019,1,23,23/01/19,11:15:00,Cash,9.2
832-51-6761,A,Nueva York,Normal,Male,Food and beverages, $271.04 , $284.59 ,1/19/2019,2019,1,19,19/01/19,20:29:00,Ewallet,9.6
869-11-3082,B,Chicago,Member,Male,Health and beauty, $384.64 , $403.87 ,1/27/2019,2019,1,27,27/01/19,20:03:00,Credit card,8.4
190-59-3964,B,Chicago,Member,Male,Food and beverages, $235.80 , $247.59 ,02/03/19,2019,2,3,03/02/19,14:35:00,Credit card,6.0
366-43-6862,B,Chicago,Normal,Male,Electronic accessories, $211.56 , $222.14 ,3/25/2019,2019,3,25,25/03/19,16:32:00,Ewallet,6.7
186-43-8965,A,Nueva York,Member,Female,Home and lifestyle, $95.36 , $100.13 ,2/24/2019,2019,2,24,24/02/19,10:10:00,Credit card,4.1
784-21-9238,C,Houston,Member,Male,Sports and travel, $10.17 , $10.68 ,02/07/19,2019,2,7,07/02/19,14:15:00,Cash,5.9
276-75-6884,A,Nueva York,Normal,Female,Health and beauty, $206.13 , $216.44 ,03/04/19,2019,3,4,04/03/19,10:05:00,Cash,8.7
109-86-4363,B,Chicago,Member,Female,Sports and travel, $420.56 , $441.59 ,2/14/2019,2019,2,14,14/02/19,11:36:00,Credit card,4.5
569-76-2760,A,Nueva York,Member,Female,Sports and travel, $88.04 , $92.44 ,1/29/2019,2019,1,29,29/01/19,18:15:00,Credit card,6.6
222-42-0244,B,Chicago,Member,Female,Health and beauty, $648.99 , $681.44 ,1/28/2019,2019,1,28,28/01/19,13:53:00,Credit card,7.7
760-53-9233,A,Nueva York,Member,Male,Fashion accessories, $123.84 , $130.03 ,3/26/2019,2019,3,26,26/03/19,18:37:00,Credit card,8.5
538-22-0304,C,Houston,Normal,Male,Electronic accessories, $649.50 , $681.98 ,3/24/2019,2019,3,24,24/03/19,18:27:00,Cash,5.2
416-17-9926,A,Nueva York,Member,Female,Electronic accessories, $742.20 , $779.31 ,01/01/19,2019,1,1,01/01/19,14:42:00,Credit card,4.3
237-44-6163,A,Nueva York,Normal,Male,Electronic accessories, $84.48 , $88.70 ,1/24/2019,2019,1,24,24/01/19,17:43:00,Cash,7.6
636-17-0325,B,Chicago,Normal,Male,Health and beauty, $250.28 , $262.79 ,2/25/2019,2019,2,25,25/02/19,18:37:00,Cash,9.5
343-75-9322,B,Chicago,Member,Female,Sports and travel, $94.80 , $99.54 ,01/09/19,2019,1,9,09/01/19,16:34:00,Cash,4.1
528-14-9470,A,Nueva York,Member,Male,Health and beauty, $91.30 , $95.87 ,2/14/2019,2019,2,14,14/02/19,14:42:00,Ewallet,9.2
427-45-9297,B,Chicago,Member,Female,Home and lifestyle, $285.11 , $299.37 ,03/12/19,2019,3,12,12/03/19,11:01:00,Ewallet,5.4
807-34-3742,A,Nueva York,Normal,Male,Fashion accessories, $52.38 , $55.00 ,3/26/2019,2019,3,26,26/03/19,19:44:00,Cash,5.8
288-62-1085,A,Nueva York,Member,Male,Fashion accessories, $192.70 , $202.34 ,01/09/19,2019,1,9,09/01/19,13:34:00,Ewallet,5.6
670-71-7306,B,Chicago,Normal,Male,Sports and travel, $267.78 , $281.17 ,01/02/19,2019,1,2,02/01/19,20:08:00,Credit card,5.1
660-29-7083,C,Houston,Normal,Male,Electronic accessories, $558.70 , $586.64 ,1/15/2019,2019,1,15,15/01/19,15:01:00,Cash,5.8
271-77-8740,C,Houston,Member,Female,Sports and travel, $175.32 , $184.09 ,01/01/19,2019,1,1,01/01/19,11:40:00,Ewallet,5.0
497-36-0989,A,Nueva York,Normal,Male,Fashion accessories, $155.82 , $163.61 ,2/15/2019,2019,2,15,15/02/19,15:21:00,Cash,7.9
291-59-1384,B,Chicago,Normal,Male,Electronic accessories, $60.30 , $63.32 ,2/28/2019,2019,2,28,28/02/19,17:38:00,Cash,6.0
860-73-6466,A,Nueva York,Member,Female,Sports and travel, $78.94 , $82.89 ,03/02/19,2019,3,2,02/03/19,16:16:00,Credit card,5.0
549-23-9016,C,Houston,Member,Female,Food and beverages, $29.74 , $31.23 ,2/13/2019,2019,2,13,13/02/19,18:15:00,Credit card,8.9
896-34-0956,A,Nueva York,Normal,Male,Fashion accessories, $21.32 , $22.39 ,1/26/2019,2019,1,26,26/01/19,12:43:00,Cash,5.9
804-38-3935,A,Nueva York,Member,Male,Electronic accessories, $281.34 , $295.41 ,1/30/2019,2019,1,30,30/01/19,11:32:00,Credit card,5.9
585-90-0249,A,Nueva York,Member,Male,Electronic accessories, $73.26 , $76.92 ,1/27/2019,2019,1,27,27/01/19,18:08:00,Ewallet,9.7
862-29-5914,C,Houston,Normal,Female,Sports and travel, $22.38 , $23.50 ,1/30/2019,2019,1,30,30/01/19,17:08:00,Credit card,8.6
845-94-6841,C,Houston,Member,Female,Food and beverages, $655.92 , $688.72 ,01/08/19,2019,1,8,08/01/19,19:38:00,Cash,4.0
125-45-2293,A,Nueva York,Normal,Female,Fashion accessories, $594.60 , $624.33 ,1/19/2019,2019,1,19,19/01/19,13:11:00,Cash,4.2
843-73-4724,A,Nueva York,Normal,Male,Fashion accessories, $74.10 , $77.81 ,1/25/2019,2019,1,25,25/01/19,11:05:00,Cash,9.2
409-33-9708,A,Nueva York,Normal,Female,Fashion accessories, $196.96 , $206.81 ,2/19/2019,2019,2,19,19/02/19,10:12:00,Ewallet,9.2
658-66-3967,C,Houston,Normal,Male,Health and beauty, $372.33 , $390.95 ,1/14/2019,2019,1,14,14/01/19,15:42:00,Ewallet,5.0
866-70-2814,B,Chicago,Normal,Female,Electronic accessories, $527.90 , $554.30 ,2/25/2019,2019,2,25,25/02/19,11:58:00,Ewallet,10.0
160-22-2687,A,Nueva York,Member,Female,Health and beauty, $479.75 , $503.74 ,1/23/2019,2019,1,23,23/01/19,14:21:00,Ewallet,8.8
895-03-6665,B,Chicago,Normal,Female,Fashion accessories, $328.59 , $345.02 ,2/16/2019,2019,2,16,16/02/19,10:52:00,Cash,4.2
770-42-8960,B,Chicago,Normal,Male,Food and beverages, $168.96 , $177.41 ,01/01/19,2019,1,1,01/01/19,19:31:00,Cash,6.3
748-45-2862,A,Nueva York,Member,Female,Home and lifestyle, $113.24 , $118.90 ,03/07/19,2019,3,7,07/03/19,18:35:00,Cash,8.2
234-36-2483,B,Chicago,Normal,Male,Health and beauty, $345.54 , $362.82 ,2/15/2019,2019,2,15,15/02/19,13:51:00,Cash,5.1
316-66-3011,A,Nueva York,Member,Female,Food and beverages, $428.67 , $450.10 ,1/23/2019,2019,1,23,23/01/19,12:35:00,Cash,5.0
848-95-6252,C,Houston,Member,Female,Home and lifestyle, $86.27 , $90.58 ,2/20/2019,2019,2,20,20/02/19,13:24:00,Ewallet,7.0
840-76-5966,A,Nueva York,Member,Male,Sports and travel, $25.52 , $26.80 ,01/08/19,2019,1,8,08/01/19,18:06:00,Ewallet,7.8
152-03-4217,B,Chicago,Normal,Female,Home and lifestyle, $101.52 , $106.60 ,3/17/2019,2019,3,17,17/03/19,11:55:00,Credit card,4.3
533-66-5566,B,Chicago,Normal,Female,Home and lifestyle, $357.49 , $375.36 ,01/12/19,2019,1,12,12/01/19,11:42:00,Cash,7.0
124-31-1458,A,Nueva York,Member,Female,Electronic accessories, $238.77 , $250.71 ,01/08/19,2019,1,8,08/01/19,14:30:00,Cash,6.6
176-78-1170,C,Houston,Member,Male,Health and beauty, $101.43 , $106.50 ,1/26/2019,2019,1,26,26/01/19,15:11:00,Ewallet,7.3
361-59-0574,B,Chicago,Member,Male,Sports and travel, $724.24 , $760.45 ,3/15/2019,2019,3,15,15/03/19,14:48:00,Credit card,6.5
101-81-4070,C,Houston,Member,Female,Health and beauty, $125.64 , $131.92 ,1/17/2019,2019,1,17,17/01/19,12:36:00,Ewallet,4.9
631-34-1880,C,Houston,Member,Male,Food and beverages, $72.93 , $76.58 ,01/08/19,2019,1,8,08/01/19,19:09:00,Credit card,4.3
852-82-2749,A,Nueva York,Normal,Male,Sports and travel, $258.36 , $271.28 ,01/06/19,2019,1,6,06/01/19,13:35:00,Ewallet,9.3
873-14-6353,A,Nueva York,Member,Male,Food and beverages, $173.74 , $182.43 ,2/16/2019,2019,2,16,16/02/19,10:33:00,Credit card,7.1
584-66-4073,C,Houston,Normal,Male,Fashion accessories, $56.50 , $59.33 ,3/13/2019,2019,3,13,13/03/19,15:45:00,Ewallet,9.6
544-55-9589,B,Chicago,Member,Female,Electronic accessories, $214.30 , $225.02 ,1/28/2019,2019,1,28,28/01/19,11:51:00,Cash,6.2
166-19-2553,A,Nueva York,Member,Male,Sports and travel, $534.36 , $561.08 ,1/18/2019,2019,1,18,18/01/19,17:26:00,Cash,9.9
737-88-5876,A,Nueva York,Member,Male,Home and lifestyle, $93.16 , $97.82 ,3/19/2019,2019,3,19,19/03/19,11:52:00,Credit card,5.9
154-87-7367,C,Houston,Normal,Male,Home and lifestyle, $522.08 , $548.18 ,3/15/2019,2019,3,15,15/03/19,14:04:00,Ewallet,6.3
885-56-0389,C,Houston,Member,Male,Fashion accessories, $52.35 , $54.97 ,02/12/19,2019,2,12,12/02/19,17:49:00,Cash,4.0
608-05-3804,B,Chicago,Member,Male,Electronic accessories, $39.75 , $41.74 ,2/25/2019,2019,2,25,25/02/19,20:19:00,Cash,6.1
448-61-3783,A,Nueva York,Normal,Female,Electronic accessories, $720.16 , $756.17 ,3/21/2019,2019,3,21,21/03/19,16:08:00,Credit card,4.5
761-49-0439,B,Chicago,Member,Female,Electronic accessories, $96.80 , $101.64 ,1/19/2019,2019,1,19,19/01/19,10:17:00,Ewallet,8.6
490-95-0021,B,Chicago,Member,Female,Food and beverages, $332.10 , $348.71 ,01/08/19,2019,1,8,08/01/19,14:25:00,Ewallet,6.0
115-38-7388,C,Houston,Member,Female,Fashion accessories, $81.44 , $85.51 ,3/30/2019,2019,3,30,30/03/19,12:51:00,Credit card,9.5
311-13-6971,B,Chicago,Member,Male,Sports and travel, $319.90 , $335.90 ,2/20/2019,2019,2,20,20/02/19,15:18:00,Credit card,9.9
291-55-6563,A,Nueva York,Member,Female,Home and lifestyle, $206.52 , $216.85 ,3/30/2019,2019,3,30,30/03/19,12:45:00,Ewallet,7.5
548-48-3156,A,Nueva York,Member,Female,Food and beverages, $166.68 , $175.01 ,3/19/2019,2019,3,19,19/03/19,13:37:00,Cash,7.6
460-93-5834,A,Nueva York,Normal,Male,Sports and travel, $319.06 , $335.01 ,1/13/2019,2019,1,13,13/01/19,10:03:00,Cash,5.0
325-89-4209,A,Nueva York,Member,Male,Food and beverages, $87.90 , $92.30 ,02/05/19,2019,2,5,05/02/19,19:42:00,Ewallet,6.7
884-80-6021,A,Nueva York,Member,Female,Electronic accessories, $734.70 , $771.44 ,3/23/2019,2019,3,23,23/03/19,13:14:00,Ewallet,9.5
137-74-8729,C,Houston,Normal,Female,Fashion accessories, $97.52 , $102.40 ,3/13/2019,2019,3,13,13/03/19,12:47:00,Ewallet,6.8
880-46-5796,A,Nueva York,Member,Male,Sports and travel, $769.20 , $807.66 ,3/17/2019,2019,3,17,17/03/19,19:53:00,Ewallet,5.6
389-70-2397,C,Houston,Normal,Female,Health and beauty, $418.30 , $439.22 ,2/21/2019,2019,2,21,21/02/19,10:26:00,Cash,7.2
114-35-5271,B,Chicago,Normal,Female,Electronic accessories, $463.28 , $486.44 ,02/07/19,2019,2,7,07/02/19,15:06:00,Cash,8.1
607-76-6216,C,Houston,Member,Female,Fashion accessories, $462.45 , $485.57 ,03/02/19,2019,3,2,02/03/19,16:35:00,Credit card,8.6
715-20-1673,B,Chicago,Normal,Male,Electronic accessories, $141.90 , $149.00 ,03/06/19,2019,3,6,06/03/19,20:57:00,Cash,9.4
811-35-1094,B,Chicago,Member,Male,Electronic accessories, $302.70 , $317.84 ,02/06/19,2019,2,6,06/02/19,15:16:00,Credit card,8.9
699-88-1972,B,Chicago,Normal,Male,Health and beauty, $793.28 , $832.94 ,1/28/2019,2019,1,28,28/01/19,17:47:00,Credit card,4.2
781-84-8059,C,Houston,Normal,Male,Fashion accessories, $425.18 , $446.44 ,1/18/2019,2019,1,18,18/01/19,16:23:00,Ewallet,5.0
409-49-6995,C,Houston,Member,Female,Food and beverages, $283.62 , $297.80 ,02/05/19,2019,2,5,05/02/19,10:17:00,Cash,8.8
725-54-0677,C,Houston,Member,Male,Health and beauty, $599.20 , $629.16 ,03/02/19,2019,3,2,02/03/19,13:50:00,Cash,5.3
146-09-5432,A,Nueva York,Member,Male,Food and beverages, $315.36 , $331.13 ,02/09/19,2019,2,9,09/02/19,19:17:00,Ewallet,4.6
377-79-7592,C,Houston,Member,Female,Electronic accessories, $403.56 , $423.74 ,1/14/2019,2019,1,14,14/01/19,14:00:00,Credit card,7.5
509-10-0516,B,Chicago,Normal,Male,Home and lifestyle, $183.88 , $193.07 ,02/09/19,2019,2,9,09/02/19,12:02:00,Ewallet,5.1
595-94-9924,A,Nueva York,Member,Female,Health and beauty, $138.65 , $145.58 ,3/26/2019,2019,3,26,26/03/19,20:21:00,Credit card,4.2
865-41-9075,A,Nueva York,Normal,Male,Food and beverages, $80.71 , $84.75 ,1/28/2019,2019,1,28,28/01/19,17:35:00,Cash,8.1
545-07-8534,C,Houston,Normal,Female,Health and beauty, $116.64 , $122.47 ,2/14/2019,2019,2,14,14/02/19,12:42:00,Ewallet,6.0
118-62-1812,C,Houston,Member,Female,Home and lifestyle, $313.52 , $329.20 ,3/24/2019,2019,3,24,24/03/19,17:56:00,Cash,7.9
450-42-3339,C,Houston,Normal,Male,Health and beauty, $846.10 , $888.41 ,02/09/19,2019,2,9,09/02/19,18:58:00,Credit card,8.8
851-98-3555,B,Chicago,Normal,Female,Health and beauty, $414.40 , $435.12 ,3/24/2019,2019,3,24,24/03/19,14:08:00,Credit card,6.6
186-71-5196,A,Nueva York,Member,Female,Food and beverages, $159.08 , $167.03 ,3/27/2019,2019,3,27,27/03/19,16:30:00,Ewallet,6.2
624-01-8356,B,Chicago,Normal,Female,Home and lifestyle, $490.10 , $514.61 ,1/27/2019,2019,1,27,27/01/19,10:44:00,Credit card,4.2
313-66-9943,B,Chicago,Member,Female,Food and beverages, $87.45 , $91.82 ,3/27/2019,2019,3,27,27/03/19,20:29:00,Credit card,7.3
151-27-8496,C,Houston,Normal,Female,Electronic accessories, $224.52 , $235.75 ,1/19/2019,2019,1,19,19/01/19,11:43:00,Ewallet,8.6
453-33-6436,A,Nueva York,Normal,Female,Home and lifestyle, $744.96 , $782.21 ,02/07/19,2019,2,7,07/02/19,10:09:00,Cash,6.8
522-57-8364,A,Nueva York,Member,Male,Fashion accessories, $410.72 , $431.26 ,1/31/2019,2019,1,31,31/01/19,10:00:00,Ewallet,7.6
459-45-2396,A,Nueva York,Member,Female,Food and beverages, $298.80 , $313.74 ,2/25/2019,2019,2,25,25/02/19,18:45:00,Cash,5.8
717-96-4189,C,Houston,Normal,Female,Electronic accessories, $212.94 , $223.59 ,02/02/19,2019,2,2,02/02/19,12:40:00,Cash,4.1
